"","clseusa_f","ambornin_f","amcit_f","amlived_f","amenglsh_f","amchrstn_f","amgovt_f","amfeel_f","amcitizn_f","amshamed_f","belikeus_f","ambetter_f","ifwrong_f","proudsss_f","proudgrp_f","proudpol_f","prouddem_f","proudeco_f","proudspt_f","proudart_f","proudhis_f","proudmil_f","proudsci_f","clseusa_n","ambornin_n","amcit_n","amlived_n","amenglsh_n","amchrstn_n","amgovt_n","amfeel_n","amcitizn_n","amshamed_n","belikeus_n","ambetter_n","ifwrong_n","proudsss_n","proudgrp_n","proudpol_n","prouddem_n","proudeco_n","proudspt_n","proudart_n","proudhis_n","proudmil_n","proudsci_n","sex_f","age_f","race_f","educ_f","born_usa_f","realinc2004_f","party_f","religstr_f","reltrad_f","region_f","age_n","educ_n","realinc2004_n","lnrealinc2004_n","wgt","id"
"604","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Not very much","Very much","Very much","Somewhat / fairly","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much","Very much",3,4,4,4,4,4,4,4,4,3,3,3,2,4,4,3,3,4,4,4,4,4,4,"F",">70 yo","Other race","< High school","Born in this country","> 30k","Democrat","Strong","Mainline Protestant","South",73,10,57119.48,10.9529004933306,0.8,1541
"605","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Not very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Not very much","Somewhat / fairly","Somewhat / fairly","Very much","Very much","Very much","Very much",3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,4,4,4,4,"M","40-55 yo","White","< High school","Born in this country","> 30k","Strong Democrat","Strong","Evangelical Protestant","South",44,9,57119.48,10.9529004933306,0.8,1542
"606","Very much","Not very much","Very much","Not very much","Very much","Not at all","Very much","Very much","Very much","Somewhat / fairly","Not very much","Very much","Not very much","Not very much","Not very much","Somewhat / fairly","Somewhat / fairly","Not very much","Very much","Very much","Very much","Very much","Very much",4,2,4,2,4,1,4,4,4,3,2,4,2,2,2,3,3,2,4,4,4,4,4,"M","55-70 yo","White","High school or some college","Born in this country","> 30k","Strong Republican","Strong","No religion","South",59,14,220907.52221336,12.3054994414014,0.4,1543
"607","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Not very much","Somewhat / fairly","Somewhat / fairly","Not very much","Not very much","Very much","Somewhat / fairly","Somewhat / fairly","Not very much","Somewhat / fairly","Very much","Very much","Not very much","Somewhat / fairly",4,4,4,4,4,4,4,4,3,2,3,3,2,2,4,3,3,2,3,4,4,2,3,"M","25-40 yo","Black","Advanced degree","Born in this country","20-30k","Strong Democrat","Not strong","Evangelical Protestant","South",32,20,46734.12,10.7522297978684,0.43,1547
"608","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Not at all","Not very much","Not very much","Somewhat / fairly","Not at all","Very much","Very much","Very much","Very much","Somewhat / fairly",4,4,4,4,4,4,4,4,4,3,3,3,3,1,2,2,3,1,4,4,4,4,3,"M","40-55 yo","Black","High school or some college","Born in this country","< 10k","Strong Democrat","Strong","Mainline Protestant","South",52,13,4673.412,8.44964470487437,1.28,1548
"609","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Not very much","Very much","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much","Very much","Very much",3,4,4,4,4,4,4,4,4,3,3,3,3,2,4,3,4,4,4,4,4,4,4,"M","40-55 yo","Black","< High school","Born in this country","< 10k","Democrat","Not strong","Evangelical Protestant","South",47,11,14279.87,9.56660613221068,0.85,1551
"610","Very much","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Not very much","Very much","Not very much","Not at all","Somewhat / fairly","Somewhat / fairly","Not very much","Somewhat / fairly","Very much","Somewhat / fairly","Very much","Very much","Not very much",4,3,4,4,4,4,4,4,4,3,2,4,2,1,3,3,2,3,4,3,4,4,2,"F","40-55 yo","Black","< High school","Born in this country","10-20k","Democrat","Not strong","Mainline Protestant","South",45,10,28559.74,10.2597533127706,0.43,1554
"611","Not at all","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Very much","Very much","Somewhat / fairly","Not very much","Somewhat / fairly","Not very much","Not very much","Not very much","Very much","Somewhat / fairly","Very much","Very much","Somewhat / fairly",1,4,4,4,4,4,4,4,4,3,4,4,3,2,3,2,2,2,4,3,4,4,3,"F","< 25 yo","Black","High school or some college","Born in this country","< 10k","Independent","Not strong","Mainline Protestant","South",23,12,3634.876,8.19833027659347,0.43,1557
"612","Not very much","Very much","Very much","Very much","Very much","Not very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Not very much","Not very much","Not at all","Not very much","Not very much","Not very much","Not very much","Not very much","Somewhat / fairly","Very much","Not very much","Somewhat / fairly","Somewhat / fairly",2,4,4,4,4,2,3,3,3,4,2,2,1,2,2,2,2,2,3,3,2,3,3,"F","25-40 yo","Black","Bachelor","Born in this country","10-20k","Democrat","Strong","No religion","South",30,16,33752.42,10.4268073974338,0.43,1559
"613","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Not very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much",3,4,4,4,4,4,4,4,4,2,3,3,3,4,3,3,3,3,4,3,3,3,4,"M","40-55 yo","Black","< High school","Born in this country","< 10k","Republican","Strong","Mainline Protestant","South",50,8,6750.484,8.81736948499969,0.43,1561
"614","Very much","Very much","Very much","Very much","Very much","Not at all","Very much","Very much","Very much","Very much","Very much","Very much","Not at all","Very much","Somewhat / fairly","Not at all","Not very much","Not at all","Very much","Somewhat / fairly","Very much","Not at all","Very much",4,4,4,4,4,1,4,4,4,4,4,4,1,4,3,1,2,1,4,3,4,1,4,"M",">70 yo","White","Advanced degree","Not born in this country","20-30k","Strong Democrat","Strong","No religion","South",75,20,46734.12,10.7522297978684,0.43,1562
"615","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Not very much","Somewhat / fairly","Very much","Not very much","Not at all","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Very much","Very much","Not very much",3,4,4,4,4,4,4,4,4,2,3,4,2,1,3,3,3,3,3,4,4,4,2,"F","25-40 yo","Black","High school or some college","Born in this country","> 30k","Strong Democrat","Not strong","Evangelical Protestant","South",36,14,57119.48,10.9529004933306,0.85,1565
"616","Not very much","Very much","Very much","Somewhat / fairly","Very much","Very much","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly","Very much","Very much","Very much","Somewhat / fairly","Not very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much",2,4,4,3,4,4,3,3,4,3,3,4,4,3,2,3,3,3,4,4,4,4,4,"F","25-40 yo","Black","High school or some college","Born in this country","< 10k","Independent","Strong","No religion","South",26,13,4673.412,8.44964470487437,0.43,1567
"617","Very much","Very much","Very much","Not very much","Very much","Not at all","Not very much","Not very much","Very much","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly","Not at all","Somewhat / fairly","Not very much","Somewhat / fairly","Not very much","Very much","Somewhat / fairly","Very much","Very much","Very much",4,4,4,2,4,1,2,2,4,3,3,4,3,1,3,2,3,2,4,3,4,4,4,"M","25-40 yo","White","Bachelor","Born in this country","20-30k","Democrat","Strong","Catholic","South",34,16,46734.12,10.7522297978684,0.85,1569
"618","Very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Very much","Very much","Very much","Not very much","Somewhat / fairly","Very much","Very much","Not very much","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Somewhat / fairly","Very much",4,4,4,4,4,3,4,4,4,2,3,4,4,2,3,4,4,4,4,4,3,3,4,"F","40-55 yo","White","High school or some college","Born in this country","> 30k","Strong Republican","Strong","Black Protestant","South",50,14,220907.52221336,12.3054994414014,1.71,1574
"619","Somewhat / fairly","Not at all","Somewhat / fairly","Not very much","Very much","Not at all","Very much","Somewhat / fairly","Very much","Not very much","Somewhat / fairly","Very much","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly","Very much","Very much","Somewhat / fairly",3,1,3,2,4,1,4,3,4,2,3,4,3,3,4,3,3,3,4,3,4,4,3,"M","< 25 yo","White","< High school","Born in this country","20-30k","Republican","Strong","No religion","South",20,11,38945.1,10.5699082410745,1.28,1575
"620","Not very much","Not very much","Somewhat / fairly","Not very much","Very much","Somewhat / fairly","Very much","Somewhat / fairly","Very much","Somewhat / fairly","Not very much","Somewhat / fairly","Not at all","Not very much","Not very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Very much","Somewhat / fairly",2,2,3,2,4,3,4,3,4,3,2,3,2,2,2,3,3,3,3,3,4,4,3,"F","25-40 yo","Black","High school or some college","Born in this country","10-20k","Democrat","Strong","Mainline Protestant","South",26,12,28559.74,10.2597533127706,0.43,1578
"621","Not very much","Somewhat / fairly","Very much","Not very much","Very much","Not at all","Somewhat / fairly","Not very much","Somewhat / fairly","Very much","Not at all","Not very much","Not at all","Not at all","Not very much","Not at all","Not at all","Not at all","Not very much","Very much","Not very much","Very much","Not at all",2,3,4,2,4,1,3,2,3,4,1,2,1,1,2,1,1,1,2,4,2,4,1,"F","55-70 yo","White","High school or some college","Born in this country","20-30k","Democrat","Strong","Other religion","South",64,12,38945.1,10.5699082410745,0.85,1583
"622","Somewhat / fairly","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Not very much","Not very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much",3,4,4,4,4,4,4,4,4,3,3,3,2,2,4,4,4,4,4,4,4,4,4,"F","25-40 yo","Other race","Bachelor","Not born in this country","> 30k","Republican","Not strong","Evangelical Protestant","South",26,16,57119.48,10.9529004933306,0.85,1585
"623","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Not at all","Somewhat / fairly","Very much","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly","Very much","Somewhat / fairly","Very much","Somewhat / fairly","Very much","Very much","Somewhat / fairly",4,4,4,4,4,4,4,4,4,1,3,4,3,3,4,3,4,3,4,3,4,4,3,"F",">70 yo","White","< High school","Born in this country","< 10k","Strong Republican","Not strong","Evangelical Protestant","South",81,11,6750.484,8.81736948499969,0.43,1587
"624","Very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Very much","Very much","Very much","Not very much","Very much","Very much","Not very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Very much","Somewhat / fairly","Very much","Very much","Somewhat / fairly","Very much",4,4,4,4,4,3,4,4,4,2,3,4,2,3,3,3,4,4,3,4,4,3,4,"M",">70 yo","White","High school or some college","Born in this country","< 10k","Strong Democrat","Strong","Jewish","South",83,14,2077.072,7.63871448865804,0.43,1588
"625","Not at all","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Very much","Not at all","Not very much","Very much","Not very much","Not very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Not very much","Not very much","Somewhat / fairly","Very much","Very much","Very much",1,4,4,4,4,4,4,4,4,1,2,4,2,2,3,3,3,2,2,3,4,4,4,"F","25-40 yo","White","High school or some college","Born in this country","10-20k","Strong Republican","Not strong","Catholic","South",25,12,28559.74,10.2597533127706,1.6,1590
"626","Very much","Somewhat / fairly","Very much","Somewhat / fairly","Very much","Not very much","Very much","Very much","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Not very much","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Very much","Somewhat / fairly",4,3,4,3,4,2,4,4,4,3,3,3,3,2,3,3,4,3,3,3,4,4,3,"F","40-55 yo","White","High school or some college","Born in this country","20-30k","Strong Republican","Strong","No religion","South",45,14,46734.12,10.7522297978684,1.6,1591
"627","Somewhat / fairly","Not very much","Very much","Very much","Very much","Not very much","Somewhat / fairly","Very much","Very much","Somewhat / fairly","Somewhat / fairly","Very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not at all","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly",3,2,4,4,4,2,3,4,4,3,3,4,2,2,2,2,2,1,3,3,3,4,3,"M","40-55 yo","White","High school or some college","Born in this country","10-20k","Independent","Strong","No religion","South",48,14,33752.42,10.4268073974338,0.8,1592
"628","Not very much","Very much","Very much","Very much","Very much","Somewhat / fairly","Not very much","Somewhat / fairly","Very much","Somewhat / fairly","Somewhat / fairly","Very much","Not at all","Not at all","Not at all","Not at all","Not very much","Very much","Very much","Very much","Very much","Very much","Very much",2,4,4,4,4,3,2,3,4,3,3,4,1,1,1,1,2,4,4,4,4,4,4,"F","40-55 yo","Black","Bachelor","Born in this country","< 10k","Democrat","Strong","Mainline Protestant","South",50,16,16876.21,9.73366021687385,0.8,1600
"629","Somewhat / fairly","Very much","Very much","Very much","Very much","Not very much","Not at all","Somewhat / fairly","Very much","Somewhat / fairly","Somewhat / fairly","Very much","Not very much","Very much","Not at all","Somewhat / fairly","Not very much","Very much","Very much","Very much","Very much","Very much","Very much",3,4,4,4,4,2,1,3,4,3,3,4,2,4,1,3,2,4,4,4,4,4,4,"M","40-55 yo","Black","High school or some college","Born in this country","< 10k","Independent","Strong","No religion","South",47,14,5711.948,8.65031540033653,0.8,1602
"630","Not at all","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly","Very much","Somewhat / fairly","Not very much","Somewhat / fairly","Somewhat / fairly","Not at all","Not very much","Not very much","Not very much","Not at all","Not very much","Not very much","Not very much","Somewhat / fairly","Somewhat / fairly","Not at all","Not very much","Somewhat / fairly",1,3,3,4,3,4,3,2,3,3,1,2,2,2,1,2,2,2,3,3,1,2,3,"M","40-55 yo","Black","High school or some college","Born in this country","10-20k","Strong Democrat","Strong","No religion","South",47,14,28559.74,10.2597533127706,0.8,1606
"631","Somewhat / fairly","Very much","Very much","Very much","Very much","Somewhat / fairly","Very much","Somewhat / fairly","Very much","Very much","Somewhat / fairly","Very much","Not at all","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Somewhat / fairly","Very much",3,4,4,4,4,3,4,3,4,4,3,4,1,4,3,3,3,4,3,3,3,3,4,"F","55-70 yo","White","Bachelor","Born in this country","> 30k","Strong Democrat","Strong","Black Protestant","South",67,16,220907.52221336,12.3054994414014,0.88,1611
